Name,Price,Rating,Proccesor,Core,Thread,RAM(GB),Storage,Graphic_card,Display,Pixel,OS
HP Omen 16-k0789TX Gaming Laptop,66240,69.0,12th Gen Intel Core i5 12500H,12 Cores (4P + 8E),16,16,512GB,4GB NVIDIA GeForce 3050,16.1 inches, 1920 x 1080 pixels,Windows 11  OS
HP Omen 17-ck2011TX Gaming Laptop,66240,,13th Gen Intel Core i9 13900HX,24 Cores (8P + 16E),32,32,1TB,16GB NVIDIA GeForce RTX 4090 ,17.3 inches, 2560 x 1440 pixels,Windows 11  OS
HP Omen 16-u0024TX Gaming Laptop,66240,,13th Gen Intel Core i9 13900HX,24 Cores (8P + 16E),32,32,2TB,8GB NVIDIA GeForce RTX 4070,16.1 inches, 2560 x 1600 pixels,Windows 11 OS
HP Omen 16-u0021TX Gaming Laptop,66240,77.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 2560 x 1600 pixels,Windows 11 OS
HP Omen 17-ck2008AX Gaming Laptop,66240,,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,12GB NVIDIA GeForce RTX 4080,17.3 inches, 2560 x 1440 pixels,Windows 11 OS
HP 15s-fy5007TU Laptop,66240,57.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 14 G9 769N9PA Laptop,66240,,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,8 ,512GB,‎Intel Iris Plus Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,66240,69.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-fa1062TX Gaming Laptop,66240,66.0,13th Gen Intel Core i5 13500H,12 Cores (4P + 8E),16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb1017AX Gaming Laptop,66240,69.0,7th Gen Amd Ryzen 5 7535HS,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb1016AX  Gaming Laptop,66240,63.0,7th Gen AMD Ryzen 5 7535HS,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G9 841W6PA Laptop,66240,,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,DOS 3.0 OS
HP 240 G9 ALC 7M658PA Laptop,66240,54.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated,14 inches, 1366 x 768 pixels,DOS OS
HP Victus 16-s0094AX Gaming Laptop,66240,73.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 3050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 14 G9 769M4PA Laptop,66240,50.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Omen 16-xf0043AX Gaming Laptop,66240,78.0,7th Gen AMD Ryzen 9 7940HS,Octa Core,16,32,1TB,8GB NVIDIA GeForce RTX 4070,16.1 inches, 2560 x 1440 pixels,Windows 11 OS
HP Omen 16-wf0057TX Gaming Laptop,66240,74.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb1018AX Gaming Laptop,66240,61.0,7th Gen Amd Ryzen 5 7535HS,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0150AX Gaming Laptop,66240,68.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,16,512GB,4GB AMD Radeon RX 6500M Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-FB0142AX Gaming Laptop,66240,68.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 13-bf0141tu Laptop,66240,63.0,12th Gen Intel Core i7 1250U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,13.3 inches, 2880 x 1800 pixels,Windows 11 OS
HP Victus 15-fb0134AX Gaming Laptop,66240,65.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,16,512GB,4GB AMD Radeon RX 6500M Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-u0003TX Gaming Laptop,66240,71.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,512GB,6GB NVIDIA GeForce RTX 4050,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP 255 G8 Laptop,66240,,3rd Gen AMD Athlon  3050U,Dual Core,2,4 ,256GB,‎AMD Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-D0312TX Gaming Laptop,66240,69.0,11th Gen Intel Core i5 11400H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G9 821J6PA Laptop,66240,55.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP ZBook Firefly 14 G9 Workstation 2023 Laptop,66240,63.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xᵉ Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 Workstation PC Laptop,66240,69.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 Workstation PC 2023 Laptop,66240,69.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 2023 WUXGA Laptop,66240,62.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xᵉ Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook 2023 Firefly G9 WUXGA 14 Workstation Laptop,66240,68.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,4GB NVIDIA RTX T550,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 2023 Workstation PC Laptop,66240,66.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,1TB,4GB NVIDIA RTX NVIDIA T550,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook 2023 Firefly G9 14 Workstation Laptop,66240,66.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,4GB NVIDIA RTX T550,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 14 G9 2023 WUXGA Laptop,66240,64.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xᵉ Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook 2023 Firefly G9 WUXGA Workstation Laptop,66240,72.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,32,1TB,4GB NVIDIA RTX T550,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 14 G9 2023 Laptop,66240,62.0,12th Gen Intel Core i5 1240P,12 Cores (4P + 8E),16,16,512GB,Intel Iris Xᵉ Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 2023 Workstation Laptop,66240,65.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,4GB NVIDIA RTX A500 ,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP 2023 ZBook Firefly 16 G9 WUXGA Workstation Laptop,66240,68.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,4GB NVIDIA RTX A500 ,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 2023 WUXGA Workstation Laptop,66240,69.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,4GB NVIDIA RTX NVIDIA T550,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 2023 Laptop,66240,61.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xᵉ Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Chromebook 15a-nb0002TU Laptop,66240,,Intel Core i3 N305,8 Threads</li,,8 ,256GB,Intel Integrated UHD Graphics,15.6 inches, 1366 x 768 pixels,Chrome OS
HP ZBook Studio G9 WUXGA 16 Workstation Laptop,66240,,12th Gen Intel Core i9 12900H,14 Cores (6P + 8E),20,32,1TB,16GB NVIDIA GeForce RTX 3080 Ti ,16 inches,,Windows 11 OS
HP ZBook Studio G9 2023 Workstation WQUXGA Laptop,66240,,12th Gen Intel Core i9 12900H,14 Cores (6P + 8E),20,32,1TB,12GB NVIDIA GeForce RTX 3080 Ti,16 inches, 3840 x 2400 pixels,Windows 11 OS
HP Omen 16-wd0990TX Gaming Laptop,66240,69.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 2560 x 1440 pixels,Windows 11 OS
HP Envy x360 15-ew0041TU Laptop,66240,68.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion Plus ‎14-eh1047TU Laptop,66240,66.0,13th Gen Intel Core i7 13700H,14 Cores (6P + 8E),20,16,512GB,Intel Integrated Iris Xe,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Envy x360 15-fh0016AU Laptop,66240,63.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
‎HP Zbook Power G4-A ZHAN 99 2023 Laptop,66240,70.0,6th Gen AMD Ryzen 5 6600H,Hexa Core,12,32,1TB,4GB ‎NVIDIA Quadro T600,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy 15-fe0032TU Laptop,66240,65.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,1TB,Intel Iris X Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 14 G9 769K8PA Laptop,66240,60.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
‎HP Zbook Power G4-A ZHAN 99 Laptop,66240,74.0,6th Gen AMD Ryzen 7 6800H,Octa Core,16,32,1TB,4GB ‎NVIDIA Quadro T600,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G9 Laptop,66240,50.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 250 G9 701H5PA Laptop,66240,62.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 14-dv1043TU Laptop,66240,57.0,11th Gen Intel Core i5 1155G7,Quad Core,8,8 ,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G9 7M433PA Notebook Laptop,66240,63.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16 16-d0309TX Laptop,66240,65.0,11th Gen Intel Core i5 11400H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650 ,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16 16-d0309TX Laptop,66240,65.0,11th Gen Intel Core i5 11400H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650 ,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-d0302TX Gaming Laptop,66240,65.0,11th Gen Intel Core i5 11400H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0137AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 7 5800H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0131AX Gaming Laptop,66240,61.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 5600M ,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0135AX Gaming Laptop,66240,60.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek1020TU Laptop,66240,65.0,13th Gen Intel Core i7 1355U ,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Elite Dragonfly G3 6Y036PA Laptop,66240,72.0,12th Gen Intel Core i7 1265U,10 Cores (2P + 8E),12,32,1TB,Intel Iris Xe Graphics,13.5 inches, 1280 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0092TX Gaming Laptop,66240,61.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 247 G8 796Y6PA Laptop,66240,,3rd Gen AMD Athlon Silver 3050U,Dual Core,2,4 ,256GB,AMD Radeon graphics,14 inches, 1366 x 768 pixels,DOS OS
HP ProBook 440 G9 6J8T1PA Laptop,66240,69.0,12th Gen Intel Core i7 1255U ,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0122AX Gaming Laptop,66240,63.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Elitebook 840 G8 6E323PA Laptop,66240,64.0,11th Gen Intel Core i7 1165G7,Quad Core,8,16,512GB,Intel Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 440 G9 6K3L6PA Laptop,66240,63.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 445 G8 7J405PA Laptop,66240,63.0,5th Gen AMD Ryzen 7 5800U,Octa Core,16,8 ,512GB,AMD Radeon,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Spectre x360 16-f2002TU Laptop,66240,74.0,13th Gen Intel Core i7 13700H,14 Cores (6P + 8E),20,16,1TB,Intel UHD Graphics,16 inches, 3072 x 1920 pixels,Windows 11 OS
HP 247 G8 Laptop,66240,,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Spectre x360 14-ef0072TU Laptop,66240,72.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Iris X Graphics,13.5 inches, 3000 x 2000 pixels,Windows 11 OS
HP Pavilion 15s-fq5013nia Laptop,66240,55.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris Xᵉ Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP 247 G8 ‎796Z3PA Laptop,66240,,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Spectre x360 14-ef0075TU Laptop,66240,72.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xe Graphics,13.5 inches, 3000 x 2000 pixels,Windows 11 OS
HP ProBook 445 G8 Business Laptop,66240,63.0,5th Gen AMD Ryzen 7 5800U,Octa Core,16,8 ,512GB,AMD Radeon,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dr5016TU Laptop,66240,59.0,12th Gen Intel Core i5 1240P,12 Cores (4P + 8E),16,8 ,1TB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook 15a-na0008TU Laptop,66240,,Intel Celeron  N4500,Dual Core,2,4 ,128GB,Intel Integrated UHD Graphics,15.6 inches, 1366 x 768 pixels,Chrome OS
HP ZBook Firefly 15 G8 381M7PA Laptop,66240,56.0,11th Gen Intel Core i7 1165G7,Quad Core,8,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP Envy x360 13-bf0018TU Laptop,66240,57.0,12th Gen Intel Core i5 1230U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe,13.3 inches, 1920 x 1200 pixels,Windows 11 OS
HP ‎15-ef2127wm Laptop,66240,63.0,5th Gen AMD Ryzen 5  5500U,Hexa Core,12,16,512GB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP Omen 17-ck2004TX Gaming Laptop,66240,,13th Gen Intel Core i9 13900HX,24 Cores (8P + 16E),32,32,1TB,12GB NVIDIA GeForce 4080,17.3 inches, 2560 x 1440 pixels,Windows 11  OS
HP Envy x360 15-ew0022TX Laptop,66240,70.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Iris X Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0888AX Gaming Laptop,66240,61.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0107AX Gaming Laptop,66240,65.0,5th Gen AMD Ryzen 7 5800H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 14s-dq5007tu Laptop,66240,59.0,12th Gen Intel Core i5 1240P,12 Cores (4P + 8E),16,8 ,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-du3595TU Laptop,66240,53.0,11th Gen Intel Core i3 1125G4 ,Quad Core,8,8 ,256GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-eq2146AU Laptop,66240,54.0,5th Gen AMD Ryzen 3 5300U,Quad Core,8,8 ,256GB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G8 Laptop,66240,,3rd Gen AMD Athlon  3050U,Dual Core,2,8 ,1TB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Omen 16-n0091AX Gaming Laptop,66240,65.0,6th Gen AMD Ryzen 7  6800H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 3050Ti,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-e0333TX Gaming Laptop,66240,66.0,5th Gen AMD Ryzen 5  5600H ,Hexa Core,12,16,512GB,6GB NVIDIA GeForce RTX3060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 15-ew0037TU Laptop,66240,65.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 15-ew0043TU 2-in-1 Laptop,66240,68.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 445 G8 Laptop,66240,66.0,5th Gen AMD Ryzen 7 5800U,Octa Core,16,16,512GB,AMD Radeon,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 15s-du3612TU Laptop,66240,59.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,1TB,256GB SSD,Intel Integrated UHD,,"15.6 inches, 1920 x 1080 pixels"
HP 245 G8 ‎6E3Z1PA Laptop,66240,,3rd Gen AMD Ryzen 3  3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Envy x360 15-ew0040TU Laptop,66240,64.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 15-ew0048TU Laptop,66240,70.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated Iris Xe,15.6 inches, 2880 x 1800 pixels,Windows 11 OS
HP Pavilion 14-ec1005AU Laptop,66240,61.0,12th Gen Intel Core i5 1240P,12 Cores (4P + 8E),16,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 14-ec1005AU Laptop,66240,56.0,5th Gen AMD Ryzen 5 5625U ,Hexa Core,12,16,512GB,AMD Radeon Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 13-ay1064AU 2-in-1 Laptop,66240,64.0,5th Gen AMD Ryzen 7  5800U,Octa Core,16,16,512GB,AMD Radeon Graphic,13.3 inches, 1920 x 1080 pixels,Windows 11 OS
HP 247 G8 600A9PA Laptop,66240,55.0,5th Gen AMD Ryzen 3  5300U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 255 G8 Business Laptop,66240,,3rd Gen AMD Athlon  3050U,Dual Core,2,8 ,1TB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP 240 G8 Business Laptop,66240,50.0,11th Gen Intel Core i5 1135G7 ,Quad Core,8,8 ,512GB,Intel Integrated,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fa0031dx Gaming Laptop,66240,61.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G8 Business Laptop,66240,,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,512GB,Intel Integrated,14 inches, 1366 x 768 pixels,Windows 11 OS
HP ZBook Firefly G8 500P0PA Business Laptop,66240,65.0,11th Gen Intel Core i5 1135G7,Quad Core,8,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP Victus 16-e0550AX Gaming Laptop,66240,62.0,5th Gen AMD Ryzen 7 5800H ,Octa Core,16,8 ,512GB,4GB AMD Radeon RX 5500M Graphics,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 445 G7 Laptop,66240,60.0,4th Gen AMD Ryzen 5  4500U,Hexa Core,6,8 ,512GB,AMD Radeon,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G8 3A8N7PA Laptop,66240,,3rd Gen AMD Athlon  3050u,Dual Core,2,4 ,1TB,NA AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 10 OS
HP 245 G8 366C8PA Laptop,66240,,AMD Ryzen 3,Quad Core</li,,8 ,1TB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 10 OS
HP 245 G8 62G68PA Laptop,66240,53.0,3rd Gen AMD Ryzen 3  3250U,Dual Core,4,8 ,1TB,AMD Radeon Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-fq0567AU Laptop,66240,,3rd Gen AMD Ryzen 3  3250U,Dual Core,4,8 ,256GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-n0051AX Gaming Laptop,66240,78.0,6th Gen AMD Ryzen 9 6900HX,Octa Core,16,32,1TB,8GB AMD Radeon RX 6650M Graphics,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0092TX Laptop,66240,61.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ZBook FireFly15 G8 400D3PA Business Laptop,66240,62.0,11th Gen Intel Core i5 1135G7,Quad Core,8,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP Omen 16-n0050AX Gaming Laptop,66240,63.0,6th Gen AMD Ryzen 7  6800H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 3050,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 13-bf0062TU Laptop,66240,63.0,12th Gen Intel Core i7 1250U,10 Cores,12,16,512GB,Intel Iris Xe Graphics,13.3 inches, 2880 x 1800 pixels,Windows 11 OS
HP ProBook 450 G8 4Y7G3PA Laptop,66240,57.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,256GB,Intel UHD Graphics,15.6 inches, 1366 x 768 pixels,Windows 10 OS
HP Omen 16-C0136AX Laptop,66240,64.0,5th Gen AMD Ryzen 5  5600H,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce GTX 1650,16.1 inches, 1920 x 1080 pixels,Windows 10 OS
HP Envy x360 16-h0028TX Laptop,66240,65.0,12th Gen Intel Core i7 1250U,10 Cores,12,16,512GB,Intel Iris X Graphics,13.3 inches, 3840 x 2400 pixels,Windows 11 OS
HP Envy 16-h0026tx Laptop,66240,77.0,12th Gen Intel Core i9 12900H ,14 Cores,20,32,2TB,6GB NVIDIA GeForce RTX 3060,15.6 inches, 3840 x 2160 pixels,Windows 11  OS
HP Envy 16-h0025tx Laptop,66240,75.0,12th Gen Intel Core i9 12900H ,14 Cores,20,16,1TB,6GB NVIDIA GeForce RTX 3060,16 inches, 3840 x 2160 pixels,Windows 11  OS
HP 14q-cs0018tu Laptop,66240,,Intel Pentium 4417U 4417U,Dual Core,4,4 ,256GB,Intel HD 610,14 inches, 1366 x 768 pixels,Windows 10 OS
HP 430 G8 366B1PA Business Laptop,66240,,Processor: Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology,Memory &amp; Storage: 8 GB DDR4-3200 MHz RAM (1 x 8GB)</li,,St,Display:,Graphics &amp; Networking: Intel Iris X Graphics,Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 combo,,Ports: 2 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging
HP Victus 15-fb0052AX Gaming Laptop,66240,66.0,5th Gen AMD Ryzen 7 5800H ,Octa Core,16,8 ,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14s-dr3001TU Laptop,66240,,Intel Pentium Silver N6000,Quad Core,4,8 ,256GB,Intel UHD Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
